A Black Studies major would only further promote the same old liberal viewpoint that is already adequately represented on campus.,1993-1994
The only students who would generally ﬁnd such a major of interests are liberals.,1993-1994
Or is it that he only wants a diversity of liberalism?,1993-1994
"Can any one claim to be liberally educated who is unfamiliar with the works of Shakespeare, Locke or Newton?",1993-1994
The latter are important works that any liberally education person should understand.,1993-1994
"Trying to replace them with works of lesser value, simply to have minority writers, corrodes the  ideal of liberal education.",1993-1994
\' Those advocating diversity as a means to open student minds to new ideas should realize that a liberal art education achieves this goal.,1993-1994
"This is what a liberal arts education is suppose to entail, not specializing in one narrow topic.",1993-1994
The point is that a liberal arts education examines the contributions of all groups to the intellectual achievements of mankind.,1993-1994
Hopefully they understand the purpose of a liberal education and will accordingly disregard the proposals.,1993-1994
Our liberal democratic society requires a presumption of innocence unless guilt is proven in a court of law.,1993-1994
U.S. News and World Report ranked W&L 20th in the National Liberal Art  College category.,1993-1994
Columnists  The Phiislookingforabiweekly liberal political columnist.,1993-1994
". . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .. Sally Obennueller would Pa‘ _ . make 3 0n_g vane"" pa em_S\'gm lcancetotwo Olen couma 1 lty‘ , _  glnivenising Assistant , _ _ , , , _ _ _ , , _ , , _ , _ _ _ , , , , _ , _ _ _ , , _ _ , , _ _ _ , , , , Brian widene, tiently wait for a Briton to hit the ball story short, l3roughton pouredout his dead American So, if the Afn—  Icncniniion Manager , , , , , , , , , _ _ , , , , _ , , , _ , , , _ , _ , , , , , , , _ _ _ . . ,,i3nan Carpenter over the fence, so he could dutifully life, quite liberally, combating the soldiers.",1993-1994
"An  officer that is anti-gay is more likely to actively investigate and effect the prosecution of conduct violations, while a more liberal officer may chose to overlook some minor violations.",1993-1994
"If you ask W&L students what brought them to this small liberal arts school in southern Virginia, many ofthem will tell youthe Honor System played a role in their decision.",1993-1994
The language lab is under the direction of P. Richard Kuettner who has already made the Language Laba leader amongthe facilities at other liberal arts colleges.,1993-1994
"to believe that environmentalists are  Sports Editor . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .Sarah Gilbert ""lg nuts and bet"" dlsposal may Tllere \'5 3 difficulty ln lecxcllnga e5Pe\' pan of some liberal fringe that wlll  Assistant Sports Editor .",1993-1994
"Miles commented that W&L is “doing extremely well against [other liberal arts schools], applications are way up in the law school as well —— both are  I3-8084-8585-06868787-8888-8989-9090-9191-9292-9393-9494-95 %increue 6.67 10.18 7.53 6.32 8.32 6.18 10.36 7.20 7.23 6.08 6.08 4.31 ’ DP  running against the national trend.",1993-1994
"a I BigDealI Daddy’: alraudypaidtbar mucbinpnlzing tioéezsl Wowwbmigtbls O photographers’ O \'0  Limbaugh misjudges liberal values  deﬁnition, I qualify as an “environmental wacko.” I do believe that the Earth is fragile and that man is its greatest enemy.",1993-1994
"Before anyone beginsto imagine that I agree with him, Rush is completely wrong in characterizing the ideals and motivations of most liberals.",1993-1994
There are some people who claim to be liberals and take on causes to promote themselves.,1993-1994
"However, for myself and most liberals I know the goal isto help people help themselves and to preserve things important to man, such as the Earth.",1993-1994
"Rush suggests that many liberals run foundations purely so they can siphon off large sums of money for themselves, while still feeling good about helping someone.",1993-1994
"However, most liberals do not run foundations.",1993-1994
Rush also suggests that liberals prefer to throw money at a problem instead of actually solving it.,1993-1994
"First of all, this is hardly a liberal fault.",1993-1994
"On the other hand, the liberal community has been engaged in teaching people about means of preventing the spread of the disease.",1993-1994
It is true that it would be impossible to give a detailed history of every ethnic group in  Most liberals do not run foundations.,1993-1994
"The argument undergirding Mr. Kucera’s entire case against govemmental restrictions on the recreational use of marijuana, seemingly, is summed up in this one phrase of his: “in a country which puts a high premium on freedom, those behaviors which do not harm society should not be legislated against.” In essence, Kucera restates for us the age-old bit of liberal wisdom that non-invasive morality (involving moral choices that directly involveonly the chooser, like smoking marijuana by oneself) are the individual’s business, and not the state’s.",1993-1994
Paralleling his rise has been the (political) liberalizing of the college to an amazing extend.,1993-1994
"There is much more at stake here  \' liberal arts is the  than simply not having a place to drink beer; it is a question of the right of assembly, a right which could, and has, been equally established for women via sororities.",1993-1994
"What the students of this university must make clear to the presidential search committee is that we do not want just another northeastern liberal arts college, whose notion of  requirement of a women’s history course or one in underwater bas When I heard this I thought it was good news,  As a Washington and Lee student, and (hopefully) future alumnus l implore the search committee to seek out a president who knows W&L.",1993-1994
"This individual need not, necessarily, be a W&L alumnus; he must be one who believes in what a liberal arts education means.",1993-1994
another northeastern liberal (arts) col lege.,1993-1994
"Brian Richardson Publications Board Advisor     I terviews and Photos y Joe Framptom o  tt Jackson, ’94, Hanover, Pa. — eam of broccoli because it will  with you the rest of the day.” inside.” 0     TALKBACK  A column, ‘-‘Limbaugh misjudges liberal‘  Film  The Film Society presents Like Water for Chocolate (Mexico, 1993), directed by Alfonso Arau.",1993-1994
"Unfortunately, Nova Clarke misunderstands this capitalist idea in her recent  values.‘-’>’c~m~ ~‘~   Miss Clarke claims that “Rush is completely wrong in characterizing the ideals and motivations of most liberals,” but it is her that is wrong in characterizing Rush Limbaugh himself.",1993-1994
"Granted, Rush Limbaugh does clothe his ideas in a language and style that is appealingto most ofhis viewers, but he does not characterize liberals in the way Miss Clarke claims he does.",1993-1994
"Rush Limbaugh would indeed characterize Miss Clarke as a liberal, but not only politically.",1993-1994
Rush would lump Miss Clarke with other liberals in the way she handled her column.,1993-1994
"Then, she ended her column with a list of all the wonderful things liberalism has to offer.",1993-1994
"Rush agrees that many liberals do have good intentions, but he also believes that these good intentions and the emotions that go along with them are the things that need to stay out of politics.",1993-1994
"Liberals claim that “we must care,” when what we really need to do is think.",1993-1994
"Likewise, many liberals today refuse to allow white parents to adopt black babies, claiming that black babies’ “ethnic identities and culture” will be threatened should this be allowed, but the long-term effects of this emotional issue are again ignored and not fully thought out.",1993-1994
"Rush would agree with many of the liberal ends of policy; no one is for poverty, toxic waste, or AIDS babies.",1993-1994
"But liberals like Miss Clarke think that only their emotional, irrational policies are the cure and that they are the only ones that “care.”  This is the way Rush Limbaugh characterizes liberals, not by petty concerns over money and selﬁshness as Nova Clarke suggests.",1993-1994
“Symbolism over substance” and “emotion over thought” are the real concerns that Rush has about liberals.,1993-1994
"Lorig said seniors can participate in programs such as the Selective Liberal Arts Consortium, or SLAC.",1993-1994
"The effort inspired national attention when Radio Commentator Howard Stern called the W&L campus, “The damndest.bunch of liberals I’ve ever seen.”               PAGE 4 of 10  Ring  By AMY FISHER Phi Psyeo Slut      3|-lpﬂllil  Financial problems plague you this week.",1993-1994
I hope all liberals of good faith will join me in advancing these important goals:  1) The hierarchy of American society should be immediately stripped of all wealth and power.,1993-1994
‘  the right-winged five to 10 percent of the students who want to see me as the dogmatic liberal female.,1993-1994
"This may be so, but the alternative        The concept is foreign to.many of my classmates from high school attending liberal colleges in northern cities,/a barn in the middle of the country,   that when days such as those of this past week role of reducing the signifisurrounded by fields, ‘ . . around, students often don’t, thus they have invented cance of the fraternities \' in which bands come  i spring term.",1993-1994
"We aim to discuss topics relevant to a liberal arts education including those that are social, political, philosophical, religious, economic, scientiﬁc, artistic, historic, or literary in nature.",1993-1994
"At such a small liberal arts university as this, it  ’ would seem practical to have a universal registration  procedure, for inter-departmental fairness if nothing else.",1993-1994
He putsforthsuccinctlythe problemsandvirtuesof both black liberalism and conserv_atism.,1993-1994
"We aim to discuss topics relevant to a liberal arts education including those that are social, political, philosophical, religious, economic, scientiﬁc, artistic, historic, or literary in nature.",1993-1994
"This latest brain cloud to come out of the Dean of Students office is yet another example of the administration wanting to be just like every other liberal arts school in the top 25 of the U. S. News and World Report, so we can rise in the rankings.",1993-1994
We are not every other liberal arts college and we should not try  to be.,1993-1994
"Oh, l forgot to mention the most important part, invite all your liberal friends (provided you still have any liberal friends) and make them watch this tirade of pleasure.",1993-1994
"Other protests have reportedly been filed including absence of a written bocce constitution, failure to mow the grass on the Lee-Jackson field, darkness, lopsided bocce balls, and confusion about the place of bocce at a distinguished liberal arts  college.",1993-1994
Graham-Lee-Wash. society debates U.S. News ranking  By MICHAEL HEWLETI‘ Phi Staff Writer  Should Washington and Lee strive to be one of the top 25 Liberal Arts colleges in the United States?,1993-1994
"Kull said the people who calculate the rankings of the top 25 Liberal Arts colleges do not care about"" the""unique-‘traditions of Washington and Lee and neither do the students.",1993-1994
"infonnal interview and never had to  Kathleen Eastland, who will teach French at Darlington School in Rome, Ga., used the career ofﬁce to schedule her interview through the Selective Liberal Arts Consortium.",1993-1994
This is the place  You came to one of the best liberal arts universities in the country because you wanted to be challenged.,1994-1995
You can bet that a four-year soccer player is in good shape and has aquired some of that great well-roundedness that liberal arts universities are so famous for.,1994-1995
W1!‘ now be three showings of each ﬁlm: Mouseisreleasedfromprisonandlook“A few liberal libraries and the make you think hard about the triFnday at3;()0 ann Saturday at7;0(land ing for the person who turned him in to school system had wanted to ban the umphs and tragedies of human life.,1994-1995
Addverted to the preing to Aristide’s vious pattern of  questionable credentials as a liberalminded democrat is his reputation as a quasi-Marxist.,1994-1995
"W&L is now the 15th best liberal arts school in the nation, according to U.S. News.",1994-1995
"W&L, along with 163 other schools, belongs to the category of national liberal arts colleges.",1994-1995
"A liberal arts institution as fine as Washington and Lee (it is, after all, number 15 in the nation) should be able to generate more interest in creative and visual art.",1994-1995
Liberalthan the i s m . o t h e r What I w a y   m e a n around.,1994-1995
"And second, this focus on people in suggest, then, is that Liberalism is much more than just a maniacal collection of conupt and despicable politicians; it is, rather, in its most dangerous form, a mindset — a mindset that enjoys considerable currency with the American people.",1994-1995
"Perhaps spotting me as a liberal, she explained, “lt’s not as easy to get a gun in Virginia as you might think.” It was all terribly enl i g h t e n i n g and, at least for a moment, took my mind off of the fact that a shotgun hanging from the ceiling on display was pointed at my head.",1994-1995
"Meet the Banker  All students are invited to “Meet the Banker.” Matt Steilberg, ’87, an English and German major who works for First Union Bank will be on campus Oct. 19 between 1:00 and 2:00 in the Career Development Ofﬁce Library, to discuss how a liberal arts degree translates to the business world.",1994-1995
"This attitude is precisely what cosmopolitan, liberalminded modemists believe leads to war, division, and hatred.",1994-1995
“Thish ish how we shcare those liberals!” he yelled.,1994-1995
"“Nashty, nashty liberals!” He mugged and vamped and the crowd went wild.“That’s right, he’s got it, they oughta be scared,” said a man in the crowd.",1994-1995
"“The College Republicans are happy  with the results becuase the mood of  the campus has been more liberal,” he  for several hours.”  She said the election does not accurately predict how the Virginians will vote, citing that only a tenth of the students voted in the election.",1994-1995
The inclusion of this literature violates the spirit of a liberal arts college.,1994-1995
"In 1994, however, voters realized that re-electing these liberal Democrats meant more of the same.",1994-1995
"And of those liberal Democrats who managed to hold onto their seats in Congress, Majority (soon to be minority) Leader Dick Gephardt, and perhaps the biggest symbol of the liberal establishment, Senator Ted Kennedy, all squeaked by on Tuesday.",1994-1995
"Kennedy won narrowly in the most liberal in the nation, the People’s Republic of Massachusetts.",1994-1995
"Even if the throw the bums out attitude was prevalent in the election, it was a throw the liberal bums out.",1994-1995
"Not one Republican incumbent in the House or Senate lost his/her re-election bid, in sharp contrast to the  general could offer their ideas in sharp contrast to the ideas of the liberal establishment.",1994-1995
"1996,“the lesser ers will of two decide if evils, but B i I 1  because Americans voted for Republicans and theirideasoverthe liberal establishment.",1994-1995
"“A lot of people on Contact felt she was a liberal crackpot.”  The committee decided against bringing Guinier to campus, but the American Civil Liberties Union, the Minority Student Association, and other organizations are bringing her to campus in February.",1994-1995
Smith spoke Thursday in Lee Chapel on “The Origins of Leadership: A Liberal Arts Perspective” during the Founders’ Day/Omicron Delta Kappa convocation.,1994-1995
He talked about how a liberal arts education can provide the foundation for leadership.,1994-1995
"“It’s been my opinion that a liberal arts education is the source of social leadership,” he said.",1994-1995
Smith believes a liberal arts education shapes this perspective and provides moral literacy.,1994-1995
"For me visceral doe_sn’t ‘imply the big-hearted liberals, but the Democrats who are emotionally tied into the country as a whole.",1994-1995
". . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .Stephen Williard ingly devoted to the ljbemj democratic regime, and future generations away from a liberal society.",1994-1995
"-—Rita Yeung , Lam Tin , Hong Kong _  International overvievv  BY MELBA MERRITT Crossroads Staff Writer  Aside from attracting top students from all across America due impart to its prestige of being ranked one of the best liberal arts schools in the country, Washington & Lee has also attracted a number of students from foreign countries.",1994-1995
"“Mylie Evers (the new president of NAACP) told everyone she was going to turn the organization around, with a new agenda, and then said they were going to be the cat’s paw of the Democratic liberal agenda in Washington,” Keyes said.",1994-1995
"Language and Liberal Arts Programs  El Belize Cl Niamey, Niger D Grenoble, France U Oxford, England El Haifa, Israel D Padova.",1994-1995
"On Halloween, 1994, the Supreme Court granted certiorari, setting the stage for, as Pat Buchanan might describe it if he were a liberal hothead instead of a reactionary one, one of the greatest acts of legal cross-dressing in history.",1994-1995
"The black liberal establishment, as he sees it, has distanced itself from the black community and has assisted in the destructive policies of the liberals.",1994-1995
"people seem to equate that with a  O t e  l’ve been called a raving liberal but taken positions on feminist, 07‘ at least The other feministissue,whenitisreallyamatter _ neveraemotional female (at least that issues that oppose no h t eo le example I ofcouitesy;Iholddoorsopenforpeople “Does anyone have a G-str1ng?” Ican remember).",1994-1995
We are unique among liberal arts colleges in our tradition and student freedom in learning in various extra-curricular settings.,1994-1995
"I came from Portland, Oregon, hotbed of liberalism and the “alternative culture,” and at ﬁrst, I did not understand the South, the invincibility of time-honored traditions or the ultra-conservatism of this school.",1994-1995
"It’s a heinous plot, and since I’m from California, it’s my duty...  Y’know, the basic problem with Pat Buchanan is, he’s a liberal panderer.",1994-1995
"unique, such as student freedom to make decisions, and are more concerned with W&L making the list for top American liberal arts schools in U.S. News and World Report, Webb said.",1994-1995
"By this line of reasoning, Amherst and Williams are the nearest thing to perfection that any liberal arts college can hope to achieve, and we ought to concentrate our efforts on following their esteemed examples.",1994-1995
"The truth is, of course, that fraternities are offensive to some left-leaning bureaucrats for reasons other than simply their ten dency to promote the irresponsible use _  of alcohol; many members of the W&L community also want to abolish fraternities in order to help exorcise any lingering ghosts of gender distinctions frorri our society, which is, it goes without saying, far aﬁeld from the primary purpose of a liberal arts college.",1994-1995
"1, for one, came here,’ and forswore more typical liberal arts colleges, for a very good reason: W&L is unique among American universities for its high academic, cultural and ethical standards.",1994-1995
"“The challenge is... not to tell the world what we’re opposed to,” said Kemp, “The question isn\'t what we’re against, but what we’re for.”  Kemp expressed the need for everyone to work with together and participate in light of the recent Oklahoma City Federal Building bombing.“The events in Oklahoma remind us of how much we have at stake...” Kemp said, “We have the responsibility of protecting the greatest liberal democracy on the face of the earth, and this great university is at the epicenter of preserving that system.”  After 13 years playing professional football, Kemp was elected to Congress in 1970 as a representative from Buffalo, New York.",1994-1995
"PAGE 8  OPINION  Faculty breaches of autonomy have gone too far  II>From AUTONOMY, page 7  faculty and administrative intervention stem from an attempt to compete with other similar liberal arts schools, notably Davidson, which is the only other prominent Southern school in the U.S. News and World Report rankings.",1994-1995
Faculty and administration members take note: I am no left-wing liberal crackpot who feels that this school owes him anything more than he has earned.,1994-1995
Van Dyke said homogeneity conflicts with the goals of a liberal arts education.,1994-1995
"“The goal of a liberal arts education is to open yourself to different people.”  Once the main debaters had made  By Cindy Young Phi News Editor  Home to such campus events as the Evans Dining Hall Pig Roast and the Mr. W&L Pageant, the Baker Quad last Wednesday, May 17, set the stage for the first annual Kappa Alpha Theta  Date Auction.",1994-1995
"(I realize this sounds rather silly and perhaps a bit...tortured, for lack of a better word—like an overly sensitive liberal or something—but I am trying to recreate my own thought processes here.)",1994-1995
tional liberal arts college in the nation.,1995-1996
",3, college search, However, the University does focus “we should be proud to beincluded on the areas to which surveyors look among the best national liberal arts When S00rlhgThus, the UhlV¢fSitY colleges in the country,” said Dean of Wins these accolades largely by deStudents David Howison.",1995-1996
National liberal arts colleges are also highly selective but emphasize — and award more than 40 percent of their degrees in — the liberal arts.,1995-1996
"Since the 1996 election, the liberal media has been chanting the mantra that the voters merely had a tantrum in 1994, denying any ideological bent to the change in the fervent hope that it will become accepted fact.",1995-1996
W&L ranked 15th in the National Liberal Arts Colleges category.,1995-1996
Seniors especially need to be aware that the deadline for submitting resumes for J anuary’s Selective Liberal Arts Job Fair is October 27.,1995-1996
He also illustrated a very important ﬂaw in modem liberalism.,1995-1996
"At its root, there is little to be faulted in liberalism.",1995-1996
"Liberalism incessantly promotes a crisis mentality, in order to provide some justiﬁcation, however specious, for the expansion of government to deal with the current exigency.",1995-1996
"Rather, it represents nothing more than liberal demagoguing on the issue of race, and it only succeeds in trivializing the Nazi regime.",1995-1996
",.,And,,l_est you think this propensity  ,fo""r’”o”r’at’or’ical exaggeration is solely  an individual problem of""""Mr. Cochran’s, let me illustrate a few more examples of this never-ending liberal tendency toward irresponsibility and lack of perspective.",1995-1996
"And while environmentalists At its root, there is little to be faulted in liberalism.",1995-1996
"None of this is to say that legitimate oroblems don’t exist, but it greatly hurts efforts to solve these problems for liberals to abandon responsible debate in favor of scoring points with short-tenn fearmongering and irresponsible exaggeration.",1995-1996
"Film Society ‘  Liberal Arts and Science maWashington and Lee\'s Film jors interested in the SLAC job Society will present Clerks Friday, fairs should submit their resumes  by Oct. 27.",1995-1996
"1 5 p.m. 463-2186  ADVERTSEMEN TS  The Ring-tum Phi, October 6, 1995  17 S. Main St. 463-9730  Florist to The Homestead  WASHINGTON AND LEE   « SELECTIVE LIBERAL ARTS CONSORTIUM JOB FAIRS  IISlTER.\'\\/IEVVS IN: Atlanta, Chicago, DC, Nezo York, Philadelphia, San Francisco  Hu.man Renourceslpersonnel ’ Museums Teachin Coaching Scientific Writ-ing Advertis.",1995-1996
INTERVIEVVING EVENT FOR LIBERAL ARTS A\'ND SCIENCE l\\/IA}ORS!!,1995-1996
"‘  Although the Wildcats are not a member of the Old Dominion Athletic Conference, Davidson and W&L are similar liberal arts colleges who have created a rivalry both’ on the field and in the classroom.",1995-1996
"In the 1995 U.S. News and World Report rankings of the nation’s best liberal arts schools, W&L rated 15th, while Davidson plunged to 21st after being ranked 8th in 1994.",1995-1996
Robertson asked that we “leave him alone in his glory.”  He also completely revamped the curriculum for the College of William and Mary by eliminating all religion courses and placing a heavy emphasis on the liberal arts.,1995-1996
SLAC Job Fairs  Liberal Arts and Science majors interested in the SLAC job fairs should submit their resumes by Oct. 27.,1995-1996
"Coulling ‘46 presented “greetings from more than 19,000 alumni.” He claimed that Elrod has gained their confidence through his own love of the university, his “appreciation of its tradition and heritage” and his strong “faith in the importance of liberal education.” Coulling assured Elrod the continued loyalty and support of the University’s many alumni.",1995-1996
"Kuykendall chose to consider the seemingly questionable future of liberal learning, a timely topic in light of the University’s upcoming bicenquinquagenary (250th anniversary).",1995-1996
"John W. Elrod inaugurated»  up ELROD, from page 1  think about the value of liberal arts institutions such as W&L.",1995-1996
"By self-consciousness, Kuykendall was referring to the idea that people who attend small liberal arts institutions take themselves seriously and come with a desire to grow.",1995-1996
A liberal arts education teaches us to ask “why” things are the way they are rather than practicing blind acceptance.,1995-1996
. . useless presents like books which told me everything about the wasp but why.”’ Our mission is to realize and teach the necessity of asking “why?” in order to ﬁnd “the best and most appropriate way to say because.”  Liberal learning insists upon probing further with “whys” so that students may make careful choices.,1995-1996
"This is a crucial part of liberal learning, as we strive to “understand the connections between and among all of the things we learn” claims Kuykendall.",1995-1996
"“The Far Middle” is a term invented by cartoonist Jeff MacNelly of the Chicago Tribune in his comic strip, “Pluggers,” to describe the giant gulf that exists between the failed liberal agenda represented by the Democrats and the frankly frightening stridency of the Far Right which seems to have taken over the Republican Party.",1995-1996
"Liberalism had died long before that, but somehow the Democrats were able to throw up a president with their dying breath.",1995-1996
GENERAL  NOTES     SLAC Job Fairs  Liberal Arts and Science majors interested in the SLAC job fairs should submit their resumés by Oct. 27.,1995-1996
-——--—-— C ‘—--—-j group for liberal Whileitisnot causes at all a partisan   tax.,1995-1996
"name liberal organizations that  non-governmental policy groups with  The American Bar Association     use large por he or she dis_ received $2.2 miltions of their . . lion in tax dollars budget to lobby ¢lg7\'€€SThls vlolates between July the federal govthe heart of 1993 and July Z""‘.‘“§""§.",1995-1996
And there are dozens of other examples of liberal groups funded in various ways.,1995-1996
"Ironically, liberals’ main argument against the Istook amendment sounds  will destroy the First Amendment’s rights to free speech and to petition the government.",1995-1996
The only reason this bill has any “partisan” character at all is that liberal interest groups are desperate to protect their main source of funding: the bloated federal government.,1995-1996
The outrage of liberals on this issue immediately leads one to ask why they can’t raise money without coercing it fromthe taxpayer.,1995-1996
"The American taxpayer should not be forced to pay for the life support of these relics of the discredited big-government, social-engineering liberal agenda, especially in a time of fiscal responsibility.",1995-1996
"You’ve probably ,heard the many outraged liberal denunciations of this book.",1995-1996
"I bought D’Souza’s book partly because I figured that if it had drawn such condemnation from the entrenched liberal civil rights establishment, it probably had more than a grain of truth to it.",1995-1996
"D’Souza provides an in depth look at the origins of the modern liberal commitment to group equality and proportional representation, ideas that have become gospel without any serious reasoned support.",1995-1996
D’Souza presents the central dilemma for liberals clearly.,1995-1996
Yet liberals have been puzzled as to why a reliance on merit has not produced a greater change in black achievement.,1995-1996
"However, many liberal civil rights’ activists see this as insufficient and reject all merit-based standardized tests, which invariably show a large gap between white and black achievement.",1995-1996
These large merit gaps have led liberal coalitions to oppose all testing and job qualification standards as inherently racist.,1995-1996
"He argues that having achieved formal equality, blacks must now address these cultural problems, which liberals refuse to acknowledge because it threatens their belief in cultural relativism.",1995-1996
"“In most law schools, the liberal view of law is far ahead.” ‘  He argued that most law schools and schools in general have become politicized.",1995-1996
"“We expect this to be our most successful contest ever, and hope that members of the W&L community as well as  iRobert Bork critiques Supreme Court  He said the Supreme Court is simply pushing a modern liberal agenda.",1995-1996
Modern liberalism has erased any commitment the Supreme Court may have had to the original intent of the Founding Fathers.,1995-1996
"Liberals applaud draconian environmental restrictions, which have jailed people for filling in puddles on their property with soil.",1995-1996
"As a senior in high school, he knew he  , wanted a small liberal arts col lege with “an excellent academic reputation and that had lots of mountains and rivers around it.” He thought about attending law school one day but didn’t set any specific goals.",1995-1996
"After all, this campus is not a hotbed of radical liberalism, multi-culturalism, or rabid affirmitve action supporters.",1995-1996
"O’Rourke castigates whiners of America  MY VIEW  Celeste Rasmussen, ’98  When debating about politics with some of my liberal friends, factual contentions and constructive reasoning usually turn into dirty attacks.",1995-1996
that all slurs clauseassuperior lar liberal views on.,1995-1996
"PAGE 4  Ellie Ring-tum lﬂlii  The Student Voice of Washington and Lee Founded September 18, 1897  Journalism’s invisible choices  In today’s political climate, journalists, whether in print or broadcast, are vilified as cold-hearted, aggressive, liberal and amoral individuals.",1995-1996
"So here’s my take on it: you see, while I do think that the media has a bit of a liberal bias, I don’t see that as their main problem.",1995-1996
"Key qualifications include an interest in banking, scholastic and leadership excellence and ALL MAIORS (including all liberal arts or science majors as well as commerce majors).",1995-1996
"America has not been racist, and liberals’ contention that it is only hurts black peoplenot help them.",1995-1996
Liberal arguments about discrimination and racism are based on hogwash.,1995-1996
"The book is called The Machinery of Freedom, and I will quote from it liberally.",1995-1996
They argue that  such majors detract from what a liberal arts educa tion should be ‘arid serves asa rjoliticaltoolofthe left‘  to indoctrinate students with their “agenda.,1996-1997
"She believes that “every liberal arts college needs a dance program,” especially  oneaswell-known and\'respectedasWash ington and Lee.",1996-1997
But although our liberal arts education here at W&L does some things to make us well-rounded individualsﬂ think it’s the experience that we have here that allows  .,1996-1997
"But contrary to what the liberal media would have you believe, the Republican Party need not fear the issue or the platform plank.",1996-1997
"Students will not have a major, but will all take core courses focusing on “Great Books.”  The “Great Books” program is modeled after the curriculum at St. John’s College, a very small liberal arts college in Annapolis, Maryland.",1996-1997
"Just swipe your University Card, wait’for the green light, the door unlocks, and  GENERAL NOTES  According to information released by U.S. News & World Report magazine, Washington and Lee University is now ranked 13th among the nations top liberal arts colleges and universities.",1996-1997
"Approximately seven hundred and fifty students, faculty members, and visitors swarmed into the Warner Center to hear  Brownlee speak on the value of a liberal arts education.",1996-1997
"Many of you may remember hearing in Econ 101 that if the mandated minimum wage is higher than the benefits a business would reap from hiring another worker, that business will refrain from hir Are you a liberal Democrat?",1996-1997
"But the next time you hear a liberal Democrat telling you hoe government can intervene in the economy, whether in the realm of health care, the minimum wage, or some other measure, and not cause any problems, think about the extra course in economics W&L work-study students are receiving this fall.",1996-1997
"About 20_ blazers and sundresses start of the academic ye the event was held in t skyrocketed to what felt                                     Through the fluttering of programs 0 hand-held fans, seniors listened to the W9  liberal arts education.",1996-1997
"For further assistance in ﬁnding internships, students should attend one of the internship workshops offered by the CDPO, which are targeted to particular interest areas, liberal arts/ fine arts, C-school, sciences and communications.",1996-1997
"The contrast between these two issues is what divides and defines liberals and conserva One of my favorite bumper stickers is the one that reads, “It will be a perfect world when the schools will have all the money they need, and the  A Air Force has to hold a bake sale to buy a bomber.” This seemingly innocent display of irony gets down to the meat and potatoes of this debate.",1996-1997
"If to be a liberal means that I think the US should spend its money on teaching a child how to  “It can be safely stated that military , spending in the United States is out of control and  needs t o be stopped.”  read rather than buying an M-16, then I’ll stand on the top of Washington Hall and yell it to all of W&L and Lexington.",1996-1997
But liberals believe that the federal government has the ability to be a positive institution by providing American citizens an equal opportunity through increased social programs.,1996-1997
"Author D’Souza speaks on racism  _ . Dinesh D’Souza, author of The End ofRacism, will speak at Lee Chapel on Oct.\'30 at 7 p.m. D’Souza believes that the  goals of liberal education are lost and freedoms of speech and  thought are imperiled.",1996-1997
And talk to us  when its partytzmef Qualifications...  -Cumulative GPA of 3.0 -Liberal Arts or Business degree .Leadership skills I ‘ Storig analytical skills  People who do well at MAY have...  -Ability to produce results -Ability to energize others The desire to learn -Strong organizational skills  ‘Advance notice required.,1996-1997
These restrictions have been nixed to allow more liberal contact rules.,1996-1997
"lailiguageouozf :ociaI 0’ Otyertypes Ofethmc mus"": may See Blackmer Swebpagfas varlory of groups including Arc of Rockbridge the goals of a liberal education are lost, and the freescience and academia.",1996-1997
"There is some irony in the fact that I, a professed liberal and Washington & Lee student (ironic in  itself), am endorsing Mark Warner for Senator »  and Jeff Grey for Congress over W&L graduates John Warner and Bob Goodlatte.",1996-1997
“We have programs like SLAC (Selective Liberal Arts Consortium) where students submit their resumes to various participating employers across the country.” says Lorig.,1996-1997
"In accordance with the tradition of inviting one of the university’s professors to speak at the ceremony, Professor Eduardo A. Velasquez, Professor of Politics, gave an address entitled “On the ‘Liberality’ and ‘Artifice’ of Liberal Arts.”  West-Settle points to the society’s limited admission as testimony of both its high standards and of the prestige which it contributes to W&L.",1996-1997
"Cjunmlative G,l?A, of 3,0 SPRING BREAK \'97 SELL \' Abllltl’ C091‘1<’~T§lZ€ 0?-he” ~ — Liberal Arts or Business degree , TRIPS, EARN CASH AND GO \' The desire to learn ~ Leadership skills A FREE, — Strong organizational skills » Strong analytical skills STS is hiring CAMPUS REPS. Sell 15 trips and travel free!!!",1996-1997
"“There aren’t many exchange programs, and it seemed it would provide me with an interesting year.”  Unlike W&L, Oxford is not a “liberal arts” institution, so without “gen—eds” to worry about a degree would be far more intense in a certain subject.",1996-1997
"exchan e of ideas so we think it is important that the Although someliberalartscolleges suchasAmherst us,” summed up Boetsch.",1996-1997
This is what a liberal arts school is about.,1996-1997
"The people I am really concerned about are those sophomore and freshmen that I see fumbling to survive in a liberal arts atmosphere, by simply following the formulas that got them here.",1996-1997
"This is about preparing students with a liberal education, one that will help them in many areas of theirlife, teaching them to think, to apply, to understand.",1996-1997
"Finally, I would just like to make one statement: Just because this column is written under the title “From the Left” does not mean that this is exclusively a liberal viewpoint.",1996-1997
Where conservativcs and liberals divide is over how such action should be taken.,1996-1997
